college,province,year,type,batch,class,min,min_rank,batch_min,gap
河北轨道运输职业技术学院,河南,2020,理科,专科批,普通类,229,439768,180,49
河北轨道运输职业技术学院,河南,2018,理科,专科批,普通类,249,377424,200,49
河北轨道运输职业技术学院,河南,2017,理科,专科批,普通类,274,323982,180,94
河北轨道运输职业技术学院,河南,2016,理科,专科批,普通类,250,347799,180,70
河北轨道运输职业技术学院,河南,2015,理科,专科批,普通类,180,0,-,-
厦门大学,河南,2021,理科,本科一批,普通类,649,4632,518,131
厦门大学,河南,2021,理科,本科一批,医护类,627,11294,518,109
厦门大学,河南,2021,理科,本科一批,异地校区,575,46947,518,57
厦门大学,河南,2020,理科,本科一批,普通类,662,5463,544,118
厦门大学,河南,2019,理科,本科一批,普通类,631,5104,502,129
厦门大学,河南,2018,理科,本科一批,普通类,637,4531,499,138
厦门大学,河南,2017,理科,本科一批,普通类,612,4523,484,128
厦门大学,河南,2017,理科,本科一批,中外合作办学,595,8526,484,111
厦门大学,河南,2017,理科,本科一批,医学类,569,18265,484,85
厦门大学,河南,2016,理科,本科一批,普通类,636,3860,523,113
厦门大学,河南,2016,理科,本科一批,高收费专业,617,8536,523,94
厦门大学,河南,2016,理科,本科一批,医护类专业,575,27849,523,52
厦门大学,河南,2015,理科,本科一批,普通类,626,4036,529,97
厦门大学,河南,2015,理科,本科一批,高收费专业,600,10915,529,71
厦门大学,河南,2015,理科,本科一批,医护类专业,555,36139,529,26
四川大学,河南,2021,理科,本科一批,普通类,642,6374,518,124
四川大学,河南,2021,理科,本科一批,高收费专业,621,13845,518,103
四川大学,河南,2021,理科,本科一批,医护类,597,28109,518,79
四川大学,河南,2020,理科,本科一批,普通类,659,6356,544,115
四川大学,河南,2020,理科,本科一批,高收费专业,638,15517,544,94
四川大学,河南,2020,理科,本科一批,医护类专业,601,43222,544,57
四川大学,河南,2019,理科,本科一批,普通类,624,6877,502,122
四川大学,河南,2019,理科,本科一批,护理学,585,24522,502,83
四川大学,河南,2018,理科,本科一批,普通类,632,5559,499,133
四川大学,河南,2018,理科,本科一批,护理类,583,25200,499,84
四川大学,河南,2017,理科,本科一批,普通类,602,6655,484,118
四川大学,河南,2017,理科,本科一批,护理类,555,25533,484,71
四川大学,河南,2016,理科,本科一批,普通类,624,6585,523,101
四川大学,河南,2016,理科,本科一批,医护类专业,577,26585,523,54
四川大学,河南,2015,理科,本科一批,普通类,612,7172,529,83
四川大学,河南,2015,理科,本科一批,医护类专业,563,30373,529,34
武汉大学,河南,2021,理科,本科一批,普通类,654,3618,518,136
武汉大学,河南,2021,理科,本科一批,其他单列,624,12534,518,106
武汉大学,河南,2021,理科,本科一批,医护类,604,23232,518,86
武汉大学,河南,2020,理科,本科一批,普通类,666,4347,544,122
武汉大学,河南,2020,理科,本科一批,其他单列,653,8491,544,109
武汉大学,河南,2020,理科,本科一批,医护类专业,622,25751,544,78
武汉大学,河南,2019,理科,本科一批,普通类,635,4241,502,133
武汉大学,河南,2019,理科,本科一批,中外合作办学,627,6047,502,125
武汉大学,河南,2019,理科,本科一批,专业志愿,577,29841,502,75
武汉大学,河南,2018,理科,本科一批,普通类,643,3421,499,144
武汉大学,河南,2017,理科,本科一批,普通类,572,16897,484,88
武汉大学,河南,2016,理科,本科一批,普通类,639,3313,523,116
武汉大学,河南,2016,理科,本科一批,高收费专业,628,5597,523,105
武汉大学,河南,2016,理科,本科一批,医护类专业,585,21975,523,62
武汉大学,河南,2015,理科,本科一批,普通类,630,3346,529,101
武汉大学,河南,2015,理科,本科一批,高收费专业,609,8065,529,80
武汉大学,河南,2015,理科,本科一批,医护类专业,574,23287,529,45
北京大学,河南,2021,理科,本科一批,普通类,697,111,518,179
北京大学,河南,2020,理科,本科一批,普通类,703,107,544,159
北京大学,河南,2019,理科,本科一批,普通类,684,96,502,182
北京大学,河南,2018,理科,本科一批,普通类,687,95,499,188
北京大学,河南,2017,理科,本科一批,普通类,672,103,484,188
北京大学,河南,2016,理科,本科一批,普通类,684,84,523,161
北京大学,河南,2015,理科,本科一批,普通类,679,77,529,150
清华大学,河南,2021,理科,本科一批,普通类,699,83,518,181
清华大学,河南,2020,理科,本科一批,普通类,704,87,544,160
清华大学,河南,2019,理科,本科一批,普通类,685,83,502,183
清华大学,河南,2018,理科,本科一批,普通类,688,88,499,189
清华大学,河南,2017,理科,本科一批,普通类,673,89,484,189
清华大学,河南,2017,理科,本科提前批,普通类,666,181,-,-
清华大学,河南,2016,理科,本科一批,普通类,685,76,523,162
清华大学,河南,2015,理科,本科一批,普通类,680,72,529,151
中山大学,河南,2021,理科,本科一批,普通类,645,5586,518,127
中山大学,河南,2020,理科,本科一批,普通类,657,7026,544,113
中山大学,河南,2020,理科,本科一批,农林矿,639,14936,544,95
中山大学,河南,2020,理科,本科一批,医护类专业,609,35994,544,65
中山大学,河南,2019,理科,本科一批,普通类,630,5342,502,128
中山大学,河南,2019,理科,本科一批,护理类,606,13279,502,104
中山大学,河南,2018,理科,本科一批,普通类,643,3421,499,144
中山大学,河南,2018,理科,本科一批,护理类,593,19586,499,94
中山大学,河南,2017,理科,本科一批,普通类,616,3873,484,132
中山大学,河南,2017,理科,本科一批,护理类,569,18265,484,85
中山大学,河南,2016,理科,本科一批,普通类,637,3682,523,114
中山大学,河南,2016,理科,本科一批,医护类专业,591,18866,523,68
中山大学,河南,2015,理科,本科一批,普通类,625,4234,529,96
中山大学,河南,2015,理科,本科一批,医护类专业,579,20472,529,50
中南大学,河南,2021,理科,本科一批,普通类,632,9454,518,114
中南大学,河南,2021,理科,本科一批,高收费专业,618,15229,518,100
中南大学,河南,2020,理科,本科一批,高收费专业,637,16139,544,93
中南大学,河南,2020,理科,本科一批,普通类,611,34290,544,67
中南大学,河南,2019,理科,本科一批,普通类,623,7166,502,121
中南大学,河南,2019,理科,本科一批,中外合作办学,598,17020,502,96
中南大学,河南,2018,理科,本科一批,普通类,627,6759,499,128
中南大学,河南,2017,理科,本科一批,普通类,598,7688,484,114
中南大学,河南,2016,理科,本科一批,普通类,621,7409,523,98
中南大学,河南,2015,理科,本科一批,普通类,612,7172,529,83
南京大学,河南,2021,理科,本科一批,普通类,677,836,518,159
南京大学,河南,2020,理科,本科一批,普通类,689,705,544,145
南京大学,河南,2019,理科,本科一批,普通类,663,781,502,161
南京大学,河南,2018,理科,本科一批,普通类,669,664,499,170
南京大学,河南,2017,理科,本科一批,普通类,648,730,484,164
南京大学,河南,2016,理科,本科一批,普通类,661,856,523,138
南京大学,河南,2015,理科,本科一批,普通类,652,994,529,123
西南大学,河南,2021,理科,本科一批,普通类,613,17797,518,95
西南大学,河南,2021,理科,本科一批,高收费专业,585,37676,518,67
西南大学,河南,2021,理科,本科一批,荣昌校区,573,48861,518,55
西南大学,河南,2020,理科,本科一批,普通类,631,19649,544,87
西南大学,河南,2020,理科,本科一批,高收费专业,546,108151,544,2
西南大学,河南,2019,理科,本科一批,普通类,599,16510,502,97
西南大学,河南,2019,理科,本科一批,中外合作办学,576,30538,502,74
西南大学,河南,2018,理科,本科一批,普通类,589,21709,499,90
西南大学,河南,2018,理科,本科一批,中外合作办学,573,31384,499,74
西南大学,河南,2017,理科,本科一批,普通类,568,18740,484,84
西南大学,河南,2017,理科,本科一批,中外合作办学,546,31135,484,62
西南大学,河南,2017,理科,本科提前批,普通类,544,32478,-,-
西南大学,河南,2016,理科,本科一批,普通类,588,20370,523,65
西南大学,河南,2016,理科,本科一批,高收费专业,564,35224,523,41
西南大学,河南,2015,理科,本科一批,普通类,577,21585,529,48
西南大学,河南,2015,理科,本科一批,高收费专业,558,33947,529,29
电子科技大学,河南,2021,理科,本科一批,普通类,651,4219,518,133
电子科技大学,河南,2021,理科,本科一批,沙河校区,646,5337,518,128
电子科技大学,河南,2021,理科,本科一批,沙河校区中外合作,630,10181,518,112
电子科技大学,河南,2021,理科,本科一批,医学类（沙河校区）,620,14309,518,102
电子科技大学,河南,2020,理科,本科一批,普通类,665,4594,544,121
电子科技大学,河南,2019,理科,本科一批,普通类,632,4877,502,130
电子科技大学,河南,2019,理科,本科一批,医学类专业,594,19118,502,92
电子科技大学,河南,2018,理科,本科提前批,普通类,660,1302,-,-
电子科技大学,河南,2018,理科,本科一批,普通类,633,5348,499,134
电子科技大学,河南,2017,理科,本科一批,普通类,603,6409,484,119
电子科技大学,河南,2016,理科,本科一批,普通类,626,6071,523,103
电子科技大学,河南,2015,理科,本科一批,普通类,612,7172,529,83
浙江大学,河南,2021,理科,本科一批,普通类,686,383,518,168
浙江大学,河南,2021,理科,本科一批,高收费专业,667,1730,518,149
浙江大学,河南,2020,理科,本科一批,普通类,691,556,544,147
浙江大学,河南,2019,理科,本科一批,普通类,669,496,502,167
浙江大学,河南,2018,理科,本科一批,普通类,674,431,499,175
浙江大学,河南,2017,理科,本科一批,普通类,653,526,484,169
浙江大学,河南,2016,理科,本科一批,普通类,668,486,523,145
浙江大学,河南,2016,理科,本科一批,医学院,653,1498,523,130
浙江大学,河南,2015,理科,本科一批,普通类,661,530,529,132
浙江大学,河南,2015,理科,本科一批,医学院,650,1138,529,121
山东大学,河南,2021,理科,本科一批,普通类,638,7501,518,120
山东大学,河南,2021,理科,本科一批,医护类,594,30319,518,76
山东大学,河南,2020,理科,本科一批,普通类,655,7724,544,111
山东大学,河南,2020,理科,本科一批,医护类专业,613,32658,544,69
山东大学,河南,2019,理科,本科一批,普通类,618,8715,502,116
山东大学,河南,2019,理科,本科一批,医护类专业,529,74158,502,27
山东大学,河南,2018,理科,本科一批,普通类,622,8141,499,123
山东大学,河南,2018,理科,本科一批,较高收费,615,10370,499,116
山东大学,河南,2017,理科,本科一批,普通类,588,10654,484,104
山东大学,河南,2017,理科,本科一批,较高收费,578,14358,484,94
山东大学,河南,2016,理科,本科一批,普通类,621,7409,523,98
山东大学,河南,2015,理科,本科一批,普通类,613,6917,529,84
山东大学,河南,2015,理科,本科一批,高收费专业,592,14104,529,63
湖南大学,河南,2021,理科,本科一批,普通类,633,9067,518,115
湖南大学,河南,2020,理科,本科一批,普通类,650,9653,544,106
湖南大学,河南,2019,理科,本科一批,普通类,610,11615,502,108
湖南大学,河南,2018,理科,本科一批,普通类,621,8451,499,122
湖南大学,河南,2017,理科,本科一批,普通类,596,8250,484,112
湖南大学,河南,2016,理科,本科一批,普通类,619,7971,523,96
湖南大学,河南,2015,理科,本科一批,普通类,608,8350,529,79
天津大学,河南,2021,理科,本科一批,普通类,652,4022,518,134
天津大学,河南,2021,理科,本科一批,医护类,626,11699,518,108
天津大学,河南,2021,理科,本科一批,其他单列,615,16706,518,97
天津大学,河南,2020,理科,本科一批,普通类,665,4594,544,121
天津大学,河南,2019,理科,本科一批,普通类,634,4436,502,132
天津大学,河南,2018,理科,本科一批,普通类,638,4329,499,139
天津大学,河南,2017,理科,本科一批,普通类,610,4917,484,126
天津大学,河南,2016,理科,本科一批,普通类,632,4654,523,109
天津大学,河南,2015,理科,本科一批,普通类,625,4234,529,96
上海交通大学,河南,2021,理科,本科一批,普通类,692,203,518,174
上海交通大学,河南,2021,理科,本科一批,其他单列,669,1500,518,151
上海交通大学,河南,2021,理科,本科一批,高收费专业,653,3815,518,135
上海交通大学,河南,2021,理科,本科一批,农林矿,648,4866,518,130
上海交通大学,河南,2020,理科,本科一批,普通类,699,197,544,155
上海交通大学,河南,2020,理科,本科二批,普通类,541,114968,418,123
上海交通大学,河南,2019,理科,本科一批,普通类,678,194,502,176
上海交通大学,河南,2018,理科,本科一批,普通类,681,207,499,182
上海交通大学,河南,2017,理科,本科一批,普通类,658,336,484,174
上海交通大学,河南,2016,理科,本科一批,普通类,680,150,523,157
上海交通大学,河南,2016,理科,本科一批,医学院,670,417,523,147
上海交通大学,河南,2015,理科,本科一批,普通类,673,169,529,144
上海交通大学,河南,2015,理科,本科一批,医学院,663,436,529,134
重庆大学,河南,2021,理科,本科一批,普通类,637,7791,518,119
重庆大学,河南,2021,理科,本科一批,高收费专业,624,12534,518,106
重庆大学,河南,2020,理科,本科一批,普通类,654,8089,544,110
重庆大学,河南,2020,理科,本科一批,高收费专业,641,13884,544,97
重庆大学,河南,2019,理科,本科一批,普通类,621,7757,502,119
重庆大学,河南,2019,理科,本科一批,中外合作办学,595,18563,502,93
重庆大学,河南,2018,理科,本科一批,普通类,626,6996,499,127
重庆大学,河南,2018,理科,本科一批,中外合作办学,608,12912,499,109
重庆大学,河南,2017,理科,本科一批,普通类,598,7688,484,114
重庆大学,河南,2017,理科,本科一批,中外合作办学,571,17352,484,87
重庆大学,河南,2016,理科,本科一批,普通类,621,7409,523,98
重庆大学,河南,2016,理科,本科一批,高收费专业,596,16498,523,73
重庆大学,河南,2015,理科,本科一批,普通类,609,8065,529,80
北京邮电大学,河南,2021,理科,本科一批,普通类,646,5337,518,128
北京邮电大学,河南,2021,理科,本科一批,宏福校区,616,16166,518,98
北京邮电大学,河南,2020,理科,本科一批,普通类,662,5463,544,118
北京邮电大学,河南,2019,理科,本科一批,普通类,630,5342,502,128
北京邮电大学,河南,2018,理科,本科一批,普通类,633,5348,499,134
北京邮电大学,河南,2017,理科,本科一批,普通类,609,5119,484,125
北京邮电大学,河南,2016,理科,本科一批,普通类,631,4881,523,108
北京邮电大学,河南,2015,理科,本科一批,普通类,622,4817,529,93
郑州大学,河南,2021,理科,本科一批,其他单列,627,11294,518,109
郑州大学,河南,2021,理科,本科一批,普通类,603,23896,518,85
郑州大学,河南,2021,理科,本科一批,中外合作办学,589,34265,518,71
郑州大学,河南,2021,理科,本科一批,医护类,567,54949,518,49
郑州大学,河南,2021,理科,本科二批,体育学院,477,178120,400,77
郑州大学,河南,2020,理科,本科一批,普通类,624,24312,544,80
郑州大学,河南,2020,理科,本科一批,中外合作办学,606,38611,544,62
郑州大学,河南,2020,理科,本科一批,医护类专业,583,61893,544,39
郑州大学,河南,2020,理科,本科一批,中外合作办学（医护类）,566,82003,544,22
郑州大学,河南,2020,理科,本科二批,体育学院,489,188599,418,71
郑州大学,河南,2019,理科,本科一批,普通类,585,24522,502,83
郑州大学,河南,2018,理科,本科提前批,普通类,613,11056,-,-
郑州大学,河南,2018,理科,本科一批,普通类,586,23432,499,87
郑州大学,河南,2018,理科,本科一批,中外合作办学,549,49758,499,50
郑州大学,河南,2018,理科,本科一批,医护类,540,57808,499,41
郑州大学,河南,2018,理科,本科一批,中外合作办学（医护类）,499,100709,499,0
郑州大学,河南,2018,理科,本科二批,体育学院,437,181968,374,63
郑州大学,河南,2018,理科,本科二批,西亚斯国际学院,409,220635,374,35
郑州大学,河南,2018,理科,本科二批,西亚斯国际学院与美国堪萨斯州富特海斯州立大学合办,380,258797,374,6
郑州大学,河南,2018,理科,专科批,西亚斯国际学院,306,338796,200,106
郑州大学,河南,2017,理科,本科一批,普通类,561,22210,484,77
郑州大学,河南,2017,理科,本科一批,软件类,523,48116,484,39
郑州大学,河南,2017,理科,本科一批,中外合作办学,514,55546,484,30
郑州大学,河南,2017,理科,本科一批,医护类,496,72457,484,12
郑州大学,河南,2017,理科,本科二批,体育学院,413,174435,342,71
郑州大学,河南,2017,理科,本科二批,西亚斯国际学院,394,199075,342,52
郑州大学,河南,2017,理科,本科二批,西亚斯国际学院与美国堪萨斯州富特海斯州立大学合办,346,256856,342,4
郑州大学,河南,2017,理科,专科批,西亚斯国际学院,290,311344,180,110
郑州大学,河南,2016,理科,本科一批,普通类,583,23072,523,60
郑州大学,河南,2016,理科,本科一批,中外合作办学,535,59235,523,12
郑州大学,河南,2016,理科,本科一批,软件类专业,523,70854,523,0
郑州大学,河南,2016,理科,本科一批,医护类专业,523,70854,523,0
郑州大学,河南,2016,理科,本科三批,西亚斯国际学院,417,200685,370,47
郑州大学,河南,2016,理科,本科三批,中外合作办学,370,253833,370,0
郑州大学,河南,2016,理科,专科批,西亚斯国际学院,322,299210,180,142
郑州大学,河南,2015,理科,本科一批,普通类,576,22155,529,47
郑州大学,河南,2015,理科,本科一批,中外合作办学,529,59871,529,0
郑州大学,河南,2015,理科,本科二批,医护类专业,499,0,458,41
郑州大学,河南,2015,理科,本科二批,普通类,464,0,458,6
郑州大学,河南,2015,理科,本科三批,西亚斯国际学院,413,0,383,30
郑州大学,河南,2015,理科,本科三批,中外合作办学,383,0,383,0
郑州大学,河南,2015,理科,专科批,西亚斯国际学院,309,0,-,-
华中科技大学,河南,2021,理科,本科一批,普通类,658,2928,518,140
华中科技大学,河南,2021,理科,本科一批,医护类,591,32664,518,73
华中科技大学,河南,2021,理科,本科一批,其他单列,524,108202,518,6
华中科技大学,河南,2020,理科,本科一批,普通类,669,3612,544,125
华中科技大学,河南,2019,理科,本科一批,普通类,638,3641,502,136
华中科技大学,河南,2018,理科,本科一批,普通类,642,3598,499,143
华中科技大学,河南,2017,理科,本科一批,普通类,615,4032,484,131
华中科技大学,河南,2016,理科,本科一批,普通类,636,3860,523,113
华中科技大学,河南,2015,理科,本科一批,普通类,626,4036,529,97
同济大学,河南,2021,理科,本科一批,普通类,667,1730,518,149
同济大学,河南,2021,理科,本科一批,高收费专业,660,2582,518,142
同济大学,河南,2021,理科,本科一批,医护类,659,2750,518,141
同济大学,河南,2020,理科,本科一批,普通类,681,1521,544,137
同济大学,河南,2020,理科,本科一批,高收费专业,671,3152,544,127
同济大学,河南,2019,理科,本科一批,普通类,656,1275,502,154
同济大学,河南,2019,理科,本科一批,中外合作办学,624,6877,502,122
同济大学,河南,2018,理科,本科一批,普通类,659,1386,499,160
同济大学,河南,2017,理科,本科一批,普通类,637,1417,484,153
同济大学,河南,2016,理科,本科一批,普通类,653,1498,523,130
同济大学,河南,2015,理科,本科一批,普通类,647,1368,529,118
青岛大学,河南,2021,理科,本科一批,普通类,581,41207,518,63
青岛大学,河南,2020,理科,本科一批,普通类,599,45122,544,55
青岛大学,河南,2019,理科,本科一批,普通类,533,69714,502,31
青岛大学,河南,2018,理科,本科一批,普通类,578,28227,499,79
青岛大学,河南,2017,理科,本科一批,普通类,551,27863,484,67
青岛大学,河南,2016,理科,本科一批,普通类,574,28432,523,51
青岛大学,河南,2015,理科,本科一批,普通类,566,28267,529,37
吉林大学,河南,2021,理科,本科一批,高收费专业,632,9454,518,114
吉林大学,河南,2021,理科,本科一批,普通类,626,11699,518,108
吉林大学,河南,2021,理科,本科一批,其他单列,612,18358,518,94
吉林大学,河南,2021,理科,本科一批,农林矿,604,23232,518,86
吉林大学,河南,2021,理科,本科一批,医护类,592,31893,518,74
吉林大学,河南,2020,理科,本科一批,其他单列,650,9653,544,106
吉林大学,河南,2020,理科,本科一批,普通类,646,11437,544,102
吉林大学,河南,2020,理科,本科一批,高收费专业,629,20922,544,85
吉林大学,河南,2020,理科,本科一批,农林矿,617,29485,544,73
吉林大学,河南,2020,理科,本科一批,医护类专业,589,55355,544,45
吉林大学,河南,2019,理科,本科一批,普通类,613,10464,502,111
吉林大学,河南,2019,理科,本科一批,软件类,613,10464,502,111
吉林大学,河南,2019,理科,本科一批,农林类,584,25153,502,82
吉林大学,河南,2019,理科,本科一批,护理类,581,27095,502,79
吉林大学,河南,2019,理科,本科一批,中外合作办学,573,32636,502,71
吉林大学,河南,2018,理科,本科一批,普通类,612,11400,499,113
吉林大学,河南,2018,理科,本科一批,软件类,611,11712,499,112
吉林大学,河南,2018,理科,本科一批,农林类,578,28227,499,79
吉林大学,河南,2018,理科,本科一批,护理类,578,28227,499,79
吉林大学,河南,2017,理科,本科一批,普通类,576,15197,484,92
吉林大学,河南,2017,理科,本科一批,护理类,548,29805,484,64
吉林大学,河南,2017,理科,本科一批,农林类,544,32478,484,60
吉林大学,河南,2016,理科,本科一批,普通类,611,10460,523,88
吉林大学,河南,2016,理科,本科一批,高收费专业,603,13489,523,80
吉林大学,河南,2016,理科,本科一批,医护类专业,569,31811,523,46
吉林大学,河南,2015,理科,本科一批,普通类,600,10915,529,71
吉林大学,河南,2015,理科,本科一批,高收费专业,559,33222,529,30
吉林大学,河南,2015,理科,本科一批,医护类专业,552,38616,529,23
吉林大学,河南,2015,理科,本科一批,农林类专业,530,58832,529,1
华南理工大学,河南,2021,理科,本科一批,普通类,644,5865,518,126
华南理工大学,河南,2020,理科,本科一批,普通类,657,7026,544,113
华南理工大学,河南,2019,理科,本科一批,普通类,629,5572,502,127
华南理工大学,河南,2018,理科,本科一批,普通类,637,4531,499,138
华南理工大学,河南,2017,理科,本科一批,普通类,610,4917,484,126
华南理工大学,河南,2016,理科,本科一批,普通类,632,4654,523,109
华南理工大学,河南,2015,理科,本科一批,普通类,623,4623,529,94
苏州大学,河南,2021,理科,本科一批,普通类,621,13845,518,103
苏州大学,河南,2021,理科,本科一批,高收费专业,601,25226,518,83
苏州大学,河南,2020,理科,本科一批,普通类,640,14443,544,96
苏州大学,河南,2020,理科,本科一批,高收费专业,625,23684,544,81
苏州大学,河南,2019,理科,本科一批,普通类,606,13279,502,104
苏州大学,河南,2019,理科,本科一批,中外合作办学,581,27095,502,79
苏州大学,河南,2018,理科,本科一批,普通类,610,12100,499,111
苏州大学,河南,2018,理科,本科一批,中外合作办学,581,26389,499,82
苏州大学,河南,2017,理科,本科一批,普通类,578,14358,484,94
苏州大学,河南,2017,理科,本科一批,中外合作办学,552,27258,484,68
苏州大学,河南,2016,理科,本科一批,普通类,606,12323,523,83
苏州大学,河南,2016,理科,本科一批,高收费专业,562,36750,523,39
苏州大学,河南,2015,理科,本科一批,普通类,595,12809,529,66
长安大学,河南,2021,理科,本科一批,普通类,603,23896,518,85
长安大学,河南,2021,理科,本科一批,高收费专业,580,42114,518,62
长安大学,河南,2020,理科,本科一批,普通类,622,25751,544,78
长安大学,河南,2020,理科,本科一批,高收费专业,586,58573,544,42
长安大学,河南,2019,理科,本科一批,普通类,583,25787,502,81
长安大学,河南,2019,理科,本科一批,中外合作办学,575,31251,502,73
长安大学,河南,2018,理科,本科一批,普通类,592,20067,499,93
长安大学,河南,2018,理科,本科一批,中外合作办学,568,34859,499,69
长安大学,河南,2017,理科,本科一批,普通类,568,18740,484,84
长安大学,河南,2016,理科,本科一批,普通类,596,16498,523,73
长安大学,河南,2015,理科,本科一批,普通类,587,16357,529,58
西南交通大学,河南,2021,理科,本科一批,普通类,615,16706,518,97
西南交通大学,河南,2021,理科,本科一批,高收费专业,599,26645,518,81
西南交通大学,河南,2020,理科,本科一批,普通类,639,14936,544,95
西南交通大学,河南,2020,理科,本科一批,高收费专业,624,24312,544,80
西南交通大学,河南,2020,理科,本科一批,异地校区,615,31039,544,71
西南交通大学,河南,2020,理科,本科一批,其他单列,550,102795,544,6
西南交通大学,河南,2019,理科,本科一批,普通类,596,18059,502,94
西南交通大学,河南,2019,理科,本科一批,中外合作办学,588,22618,502,86
西南交通大学,河南,2019,理科,本科一批,峨眉校区就读,568,36336,502,66
西南交通大学,河南,2018,理科,本科一批,普通类,592,20067,499,93
西南交通大学,河南,2018,理科,本科一批,中外合作办学,563,38484,499,64
西南交通大学,河南,2017,理科,本科一批,普通类,581,13161,484,97
西南交通大学,河南,2017,理科,本科一批,中外合作办学,555,25533,484,71
西南交通大学,河南,2016,理科,本科一批,普通类,604,13116,523,81
西南交通大学,河南,2016,理科,本科一批,高收费专业,572,29719,523,49
西南交通大学,河南,2015,理科,本科一批,普通类,595,12809,529,66
西南交通大学,河南,2015,理科,本科二批,普通类,547,42781,458,89
复旦大学,河南,2021,理科,本科一批,普通类,691,227,518,173
复旦大学,河南,2021,理科,本科一批,其他单列,681,604,518,163
复旦大学,河南,2020,理科,本科一批,普通类,696,298,544,152
复旦大学,河南,2019,理科,本科一批,普通类,679,173,502,177
复旦大学,河南,2018,理科,本科一批,普通类,680,230,499,181
复旦大学,河南,2018,理科,本科提前批,普通类,669,664,-,-
复旦大学,河南,2017,理科,本科一批,普通类,656,417,484,172
复旦大学,河南,2016,理科,本科一批,医学院,677,206,523,154
复旦大学,河南,2016,理科,本科一批,普通类,676,232,523,153
复旦大学,河南,2015,理科,本科一批,普通类,669,243,529,140
复旦大学,河南,2015,理科,本科一批,医学院,669,243,529,140
中国海洋大学,河南,2021,理科,本科一批,普通类,624,12534,518,106
中国海洋大学,河南,2021,理科,本科一批,高收费专业,596,28854,518,78
中国海洋大学,河南,2020,理科,本科一批,普通类,644,12396,544,100
中国海洋大学,河南,2020,理科,本科一批,高收费专业,614,31866,544,70
中国海洋大学,河南,2019,理科,本科一批,普通类,606,13279,502,104
中国海洋大学,河南,2019,理科,本科一批,中外合作办学,580,27764,502,78
中国海洋大学,河南,2018,理科,本科一批,普通类,610,12100,499,111
中国海洋大学,河南,2018,理科,本科一批,中外合作办学,573,31384,499,74
中国海洋大学,河南,2017,理科,本科一批,普通类,582,12774,484,98
中国海洋大学,河南,2017,理科,本科一批,中外合作办学,552,27258,484,68
中国海洋大学,河南,2016,理科,本科一批,普通类,609,11152,523,86
中国海洋大学,河南,2016,理科,本科一批,高收费专业,565,34544,523,42
中国海洋大学,河南,2015,理科,本科一批,普通类,598,11618,529,69
中国海洋大学,河南,2015,理科,本科一批,高收费专业,552,38616,529,23
南华大学,河南,2021,理科,本科一批,普通类,558,64821,518,40
南华大学,河南,2020,理科,本科一批,普通类,589,55355,544,45
南华大学,河南,2019,理科,本科一批,普通类,553,49387,502,51
南华大学,河南,2018,理科,本科一批,普通类,554,45525,499,55
南华大学,河南,2017,理科,本科一批,普通类,525,46474,484,41
南华大学,河南,2016,理科,本科一批,普通类,552,44640,523,29
南华大学,河南,2015,理科,本科一批,普通类,548,41898,529,19
东南大学,河南,2021,理科,本科一批,普通类,651,4219,518,133
东南大学,河南,2021,理科,本科一批,医护类,621,13845,518,103
东南大学,河南,2020,理科,本科一批,普通类,666,4347,544,122
东南大学,河南,2020,理科,本科一批,医护类专业,631,19649,544,87
东南大学,河南,2019,理科,本科一批,普通类,633,4651,502,131
东南大学,河南,2018,理科,本科一批,普通类,640,3960,499,141
东南大学,河南,2017,理科,本科一批,普通类,613,4346,484,129
东南大学,河南,2016,理科,本科一批,普通类,634,4259,523,111
东南大学,河南,2015,理科,本科一批,普通类,625,4234,529,96
大连理工大学,河南,2021,理科,本科一批,普通类,633,9067,518,115
大连理工大学,河南,2021,理科,本科一批,高收费专业,620,14309,518,102
大连理工大学,河南,2021,理科,本科一批,其他单列,619,14767,518,101
大连理工大学,河南,2021,理科,本科一批,盘锦校区,613,17797,518,95
大连理工大学,河南,2021,理科,本科一批,盘锦校区中外合作,598,27341,518,80
大连理工大学,河南,2020,理科,本科一批,普通类,651,9274,544,107
大连理工大学,河南,2020,理科,本科一批,其他单列,639,14936,544,95
大连理工大学,河南,2020,理科,本科一批,高收费专业,638,15517,544,94
大连理工大学,河南,2019,理科,本科一批,普通类,618,8715,502,116
大连理工大学,河南,2019,理科,本科一批,国家专项计划,618,8715,502,116
大连理工大学,河南,2019,理科,本科一批,国家专项计划,618,8715,502,116
大连理工大学,河南,2019,理科,本科一批,中外合作办学,599,16510,502,97
大连理工大学,河南,2018,理科,本科一批,普通类,624,7555,499,125
大连理工大学,河南,2018,理科,本科一批,其他单列,606,13715,499,107
大连理工大学,河南,2018,理科,本科一批,较高收费,603,15057,499,104
大连理工大学,河南,2017,理科,本科一批,普通类,594,8813,484,110
大连理工大学,河南,2017,理科,本科一批,其他单列,574,16049,484,90
大连理工大学,河南,2017,理科,本科一批,较高收费,554,26093,484,70
大连理工大学,河南,2016,理科,本科一批,普通类,626,6071,523,103
大连理工大学,河南,2016,理科,本科一批,高收费专业,596,16498,523,73
大连理工大学,河南,2015,理科,本科一批,普通类,615,6391,529,86
大连理工大学,河南,2015,理科,本科一批,高收费专业,581,19429,529,52
扬州大学,河南,2021,理科,本科一批,普通类,580,42114,518,62
扬州大学,河南,2020,理科,本科一批,普通类,569,78357,544,25
扬州大学,河南,2019,理科,本科一批,普通类,574,31945,502,72
