college,province,year,type,batch,class,min,min_rank,batch_min,gap
江西科技师范大学,河南,2018,理科,本科二批,普通类,487,115409,374,113
江西科技师范大学,河南,2017,理科,本科二批,普通类,459,114586,342,117
江西科技师范大学,河南,2017,理科,专科批,普通类,360,240880,180,180
江西科技师范大学,河南,2016,理科,本科二批,普通类,482,117948,447,35
江西科技师范大学,河南,2016,理科,本科二批,高收费专业,468,135713,447,21
江西科技师范大学,河南,2016,理科,专科批,普通类,366,257985,180,186
江西科技师范大学,河南,2015,理科,本科二批,普通类,486,0,458,28
江西科技师范大学,河南,2015,理科,专科批,普通类,180,0,-,-
贵州财经大学,河南,2021,理科,本科二批,普通类,463,200256,400,63
贵州财经大学,河南,2020,理科,本科二批,普通类,487,191461,418,69
贵州财经大学,河南,2019,理科,本科二批,中外合作办学,441,197053,385,56
贵州财经大学,河南,2018,理科,本科二批,普通类,384,253689,374,10
贵州财经大学,河南,2017,理科,本科二批,普通类,484,85142,342,142
贵州财经大学,河南,2017,理科,专科批,中外合作办学,272,325453,180,92
贵州财经大学,河南,2016,理科,本科二批,普通类,510,84704,447,63
贵州财经大学,河南,2016,理科,专科批,普通类,210,364101,180,30
贵州财经大学,河南,2015,理科,本科一批,普通类,466,0,529,-63
贵州财经大学,河南,2015,理科,本科二批,普通类,466,0,458,8
贵州财经大学,河南,2015,理科,专科批,普通类,180,0,-,-
山东政法学院,河南,2021,理科,本科二批,普通类,523,109592,400,123
山东政法学院,河南,2020,理科,本科二批,普通类,548,105494,418,130
山东政法学院,河南,2019,理科,本科二批,普通类,505,103209,385,120
山东政法学院,河南,2018,理科,本科二批,普通类,484,119108,374,110
山东政法学院,河南,2017,理科,本科二批,普通类,483,86229,342,141
山东政法学院,河南,2016,理科,本科二批,普通类,519,74886,447,72
山东政法学院,河南,2015,理科,本科二批,普通类,514,76618,458,56
山东政法学院,河南,2015,理科,专科批,普通类,352,0,-,-
江西农业大学,河南,2021,理科,本科二批,普通类,501,141361,400,101
江西农业大学,河南,2020,理科,本科二批,普通类,541,114968,418,123
江西农业大学,河南,2020,理科,本科二批,高收费专业,538,119222,418,120
江西农业大学,河南,2019,理科,本科二批,高收费专业,496,115107,385,111
江西农业大学,河南,2019,理科,本科二批,普通类,493,119172,385,108
江西农业大学,河南,2018,理科,本科二批,普通类,489,112929,374,115
江西农业大学,河南,2018,理科,本科二批,较高收费,483,120408,374,109
江西农业大学,河南,2017,理科,本科二批,普通类,464,108360,342,122
江西农业大学,河南,2017,理科,本科二批,较高收费,455,119499,342,113
江西农业大学,河南,2016,理科,本科二批,普通类,488,110437,447,41
江西农业大学,河南,2015,理科,本科二批,普通类,493,0,458,35
山西大同大学,河南,2021,理科,本科二批,普通类,511,126766,400,111
山西大同大学,河南,2020,理科,本科二批,普通类,536,122058,418,118
山西大同大学,河南,2019,理科,本科二批,普通类,491,121907,385,106
山西大同大学,河南,2018,理科,本科二批,普通类,479,125497,374,105
山西大同大学,河南,2017,理科,本科二批,普通类,450,125749,342,108
山西大同大学,河南,2016,理科,本科二批,普通类,473,129271,447,26
山西大同大学,河南,2015,理科,本科二批,普通类,463,0,458,5
开封大学,河南,2020,理科,专科批,普通类,393,314483,180,213
开封大学,河南,2020,理科,专科批,软件类,376,332556,180,196
开封大学,河南,2020,理科,专科批,中外合作,273,414845,180,93
开封大学,河南,2019,理科,专科批,普通类,343,329205,160,183
开封大学,河南,2018,理科,专科批,软件类,319,327062,200,119
开封大学,河南,2018,理科,专科批,普通类,294,348678,200,94
开封大学,河南,2018,理科,专科批,中外合作办学,269,366084,200,69
开封大学,河南,2017,理科,专科批,普通类,313,290661,180,133
开封大学,河南,2017,理科,专科批,软件类,252,338994,180,72
开封大学,河南,2017,理科,专科批,中外合作办学,217,357026,180,37
开封大学,河南,2016,理科,专科批,普通类,330,292274,180,150
开封大学,河南,2016,理科,专科批,软件类专业,264,340292,180,84
开封大学,河南,2016,理科,专科批,中外合作办学,212,363477,180,32
开封大学,河南,2015,理科,专科批,普通类,234,0,-,-
开封大学,河南,2015,理科,专科批,中外合作办学,180,0,-,-
开封大学,河南,2015,理科,专科批,软件类专业,180,0,-,-
安徽农业大学,河南,2021,理科,本科一批,普通类,541,85633,518,23
安徽农业大学,河南,2021,理科,本科二批,普通类,423,263892,400,23
安徽农业大学,河南,2020,理科,本科一批,普通类,550,102795,544,6
安徽农业大学,河南,2020,理科,本科二批,普通类,549,104116,418,131
安徽农业大学,河南,2019,理科,本科二批,普通类,505,103209,385,120
安徽农业大学,河南,2018,理科,本科二批,普通类,495,105524,374,121
安徽农业大学,河南,2017,理科,本科二批,普通类,472,98741,342,130
安徽农业大学,河南,2016,理科,本科二批,普通类,495,102018,447,48
安徽农业大学,河南,2015,理科,本科二批,普通类,495,0,458,37
河北金融学院,河南,2021,理科,本科二批,普通类,514,122496,400,114
河北金融学院,河南,2020,理科,本科二批,普通类,542,113569,418,124
河北金融学院,河南,2020,理科,本科二批,高收费专业,528,133199,418,110
河北金融学院,河南,2019,理科,本科二批,普通类,494,117785,385,109
河北金融学院,河南,2019,理科,本科二批,中外合作办学,481,136160,385,96
河北金融学院,河南,2018,理科,本科二批,中外合作办学,488,114177,374,114
河北金融学院,河南,2018,理科,本科二批,普通类,464,145144,374,90
河北金融学院,河南,2017,理科,本科二批,普通类,483,86229,342,141
河北金融学院,河南,2017,理科,本科二批,中外合作办学,473,97599,342,131
河北金融学院,河南,2017,理科,专科批,普通类,346,256856,180,166
河北金融学院,河南,2017,理科,专科批,中外合作办学,337,266605,180,157
河北金融学院,河南,2016,理科,本科二批,普通类,516,78012,447,69
河北金融学院,河南,2016,理科,本科二批,高收费专业,493,104424,447,46
河北金融学院,河南,2016,理科,专科批,普通类,392,230023,180,212
河北金融学院,河南,2016,理科,专科批,高收费专业,357,267165,180,177
河北金融学院,河南,2015,理科,本科二批,普通类,515,75468,458,57
河北金融学院,河南,2015,理科,本科二批,高收费专业,492,0,458,34
河北金融学院,河南,2015,理科,专科批,普通类,382,0,-,-
河北农业大学,河南,2021,理科,本科二批,普通类,515,121053,400,115
河北农业大学,河南,2021,理科,本科二批,高收费专业,471,187565,400,71
河北农业大学,河南,2020,理科,本科二批,普通类,541,114968,418,123
河北农业大学,河南,2019,理科,本科二批,普通类,501,108397,385,116
河北农业大学,河南,2018,理科,本科二批,普通类,487,115409,374,113
河北农业大学,河南,2017,理科,本科二批,普通类,474,96438,342,132
河北农业大学,河南,2016,理科,本科二批,普通类,497,99611,447,50
河北农业大学,河南,2015,理科,本科二批,普通类,503,0,458,45
郑州师范学院,河南,2021,理科,本科二批,普通类,505,135597,400,105
郑州师范学院,河南,2020,理科,本科二批,普通类,529,131782,418,111
郑州师范学院,河南,2020,理科,专科批,普通类,427,274383,180,247
郑州师范学院,河南,2020,理科,专科批,中外合作,416,288004,180,236
郑州师范学院,河南,2019,理科,本科二批,免费师范生,512,94355,385,127
郑州师范学院,河南,2019,理科,本科二批,普通类,482,134658,385,97
郑州师范学院,河南,2018,理科,本科二批,普通类,472,134604,374,98
郑州师范学院,河南,2018,理科,本科二批,免费师范生,436,183409,374,62
郑州师范学院,河南,2018,理科,专科批,中外合作办学,368,273949,200,168
郑州师范学院,河南,2018,理科,专科批,免费师范生,357,287098,200,157
郑州师范学院,河南,2017,理科,本科二批,普通类,447,129580,342,105
郑州师范学院,河南,2017,理科,本科二批,免费师范生,357,244261,342,15
郑州师范学院,河南,2017,理科,专科批,普通类,349,253600,180,169
郑州师范学院,河南,2017,理科,专科批,中外合作办学,307,296273,180,127
郑州师范学院,河南,2016,理科,本科二批,普通类,472,130602,447,25
郑州师范学院,河南,2016,理科,专科批,普通类,378,245322,180,198
郑州师范学院,河南,2016,理科,专科批,中外合作办学,329,293138,180,149
郑州师范学院,河南,2015,理科,本科二批,普通类,472,0,458,14
郑州师范学院,河南,2015,理科,专科批,普通类,348,0,-,-
郑州师范学院,河南,2015,理科,专科批,中外合作办学,180,0,-,-
郑州师范学院,河南,2015,理科,专科批,软件类专业,180,0,-,-
内蒙古工业大学,河南,2021,理科,本科二批,普通类,489,159463,400,89
内蒙古工业大学,河南,2020,理科,本科二批,普通类,533,126208,418,115
内蒙古工业大学,河南,2019,理科,本科二批,普通类,486,129013,385,101
内蒙古工业大学,河南,2018,理科,本科二批,普通类,484,119108,374,110
内蒙古工业大学,河南,2017,理科,本科二批,普通类,454,120745,342,112
内蒙古工业大学,河南,2016,理科,本科二批,普通类,491,106749,447,44
内蒙古工业大学,河南,2015,理科,本科二批,普通类,495,0,458,37
河南城建学院,河南,2021,理科,本科一批,普通类,519,115307,518,1
河南城建学院,河南,2021,理科,本科二批,中外合作高收费专业,456,211482,400,56
河南城建学院,河南,2021,理科,本科二批,普通类,448,224338,400,48
河南城建学院,河南,2020,理科,本科一批,普通类,544,110870,544,0
河南城建学院,河南,2020,理科,本科二批,普通类,510,158828,418,92
河南城建学院,河南,2020,理科,本科二批,中外合作办学,477,205778,418,59
河南城建学院,河南,2019,理科,本科一批,普通类,502,107111,502,0
河南城建学院,河南,2019,理科,本科二批,普通类,462,164407,385,77
河南城建学院,河南,2019,理科,本科二批,中外合作办学,430,214312,385,45
河南城建学院,河南,2018,理科,本科一批,普通类,499,100709,499,0
河南城建学院,河南,2018,理科,本科二批,普通类,452,161238,374,78
河南城建学院,河南,2018,理科,本科二批,中外合作办学,404,227438,374,30
河南城建学院,河南,2017,理科,本科提前批,普通类,558,23848,-,-
河南城建学院,河南,2017,理科,本科二批,普通类,430,152038,342,88
河南城建学院,河南,2017,理科,本科二批,中外合作办学,361,239708,342,19
河南城建学院,河南,2016,理科,本科二批,普通类,462,143623,447,15
河南城建学院,河南,2016,理科,本科二批,中外合作办学,447,163055,447,0
河南城建学院,河南,2016,理科,专科批,普通类,272,335475,180,92
河南城建学院,河南,2015,理科,本科二批,普通类,472,0,458,14
河南城建学院,河南,2015,理科,本科二批,中外合作办学,458,0,458,0
河南城建学院,河南,2015,理科,专科批,普通类,180,0,-,-
河南城建学院,河南,2015,理科,专科批,中外合作办学,180,0,-,-
湘南学院,河南,2021,理科,本科二批,普通类,517,118136,400,117
湘南学院,河南,2020,理科,本科二批,普通类,539,117811,418,121
湘南学院,河南,2019,理科,本科二批,普通类,491,121907,385,106
湘南学院,河南,2018,理科,本科二批,普通类,472,134604,374,98
湘南学院,河南,2017,理科,本科二批,普通类,454,120745,342,112
湘南学院,河南,2016,理科,本科二批,普通类,481,119224,447,34
湘南学院,河南,2015,理科,本科二批,普通类,492,0,458,34
山西师范大学,河南,2021,理科,本科二批,普通类,519,115307,400,119
山西师范大学,河南,2020,理科,本科二批,普通类,543,112214,418,125
山西师范大学,河南,2019,理科,本科二批,普通类,498,112391,385,113
山西师范大学,河南,2018,理科,本科二批,普通类,493,107979,374,119
山西师范大学,河南,2017,理科,本科二批,普通类,463,109551,342,121
山西师范大学,河南,2016,理科,本科二批,普通类,478,122878,447,31
山西师范大学,河南,2015,理科,本科二批,普通类,488,0,458,30
五邑大学,河南,2021,理科,本科二批,普通类,518,116712,400,118
五邑大学,河南,2020,理科,本科二批,普通类,548,105494,418,130
五邑大学,河南,2019,理科,本科二批,普通类,503,105793,385,118
五邑大学,河南,2018,理科,本科二批,普通类,488,114177,374,114
五邑大学,河南,2017,理科,本科二批,普通类,476,94127,342,134
五邑大学,河南,2016,理科,本科二批,普通类,503,92622,447,56
五邑大学,河南,2015,理科,本科二批,普通类,505,0,458,47
南昌工程学院,河南,2021,理科,本科一批,普通类,547,78166,518,29
南昌工程学院,河南,2021,理科,本科二批,普通类,514,122496,400,114
南昌工程学院,河南,2021,理科,本科二批,高收费专业,505,135597,400,105
南昌工程学院,河南,2020,理科,本科一批,普通类,578,67627,544,34
南昌工程学院,河南,2020,理科,本科二批,普通类,540,116385,418,122
南昌工程学院,河南,2020,理科,本科二批,高收费专业,531,128942,418,113
南昌工程学院,河南,2019,理科,本科一批,普通类,535,67572,502,33
南昌工程学院,河南,2019,理科,本科二批,普通类,494,117785,385,109
南昌工程学院,河南,2019,理科,本科二批,中外合作办学,484,131781,385,99
南昌工程学院,河南,2018,理科,本科一批,普通类,527,70573,499,28
南昌工程学院,河南,2018,理科,本科二批,普通类,481,122901,374,107
南昌工程学院,河南,2018,理科,本科二批,中外合作办学,469,138568,374,95
南昌工程学院,河南,2017,理科,本科一批,普通类,502,66578,484,18
南昌工程学院,河南,2017,理科,本科二批,普通类,472,98741,342,130
南昌工程学院,河南,2017,理科,本科二批,中外合作办学,437,142717,342,95
南昌工程学院,河南,2016,理科,本科一批,普通类,523,70854,523,0
南昌工程学院,河南,2016,理科,本科二批,普通类,498,98426,447,51
南昌工程学院,河南,2016,理科,专科批,普通类,383,239870,180,203
南昌工程学院,河南,2016,理科,专科批,高收费专业,258,343551,180,78
南昌工程学院,河南,2015,理科,本科二批,普通类,510,81363,458,52
南昌工程学院,河南,2015,理科,专科批,普通类,381,0,-,-
贵州医科大学,河南,2021,理科,本科二批,普通类,564,58092,400,164
贵州医科大学,河南,2021,理科,本科二批,高收费专业,503,138510,400,103
贵州医科大学,河南,2020,理科,本科二批,普通类,558,92191,418,140
贵州医科大学,河南,2019,理科,本科二批,普通类,542,60165,385,157
贵州医科大学,河南,2018,理科,本科二批,普通类,518,79734,374,144
贵州医科大学,河南,2017,理科,本科二批,普通类,486,83016,342,144
贵州医科大学,河南,2016,理科,本科二批,普通类,533,61142,447,86
贵州医科大学,河南,2015,理科,本科二批,普通类,526,63075,458,68
延安大学,河南,2021,理科,本科二批,普通类,514,122496,400,114
延安大学,河南,2020,理科,本科二批,普通类,540,116385,418,122
延安大学,河南,2019,理科,本科二批,普通类,499,111061,385,114
延安大学,河南,2018,理科,本科二批,普通类,492,109212,374,118
延安大学,河南,2017,理科,本科二批,普通类,463,109551,342,121
延安大学,河南,2016,理科,本科二批,普通类,509,85827,447,62
延安大学,河南,2015,理科,本科二批,普通类,505,0,458,47
汕头大学,河南,2021,理科,本科一批,普通类,575,46947,518,57
汕头大学,河南,2020,理科,本科一批,普通类,589,55355,544,45
汕头大学,河南,2019,理科,本科一批,普通类,576,30538,502,74
汕头大学,河南,2018,理科,本科一批,普通类,578,28227,499,79
汕头大学,河南,2017,理科,本科一批,普通类,553,26681,484,69
汕头大学,河南,2016,理科,本科一批,普通类,582,23657,523,59
汕头大学,河南,2015,理科,本科一批,普通类,575,22707,529,46
齐齐哈尔大学,河南,2021,理科,本科二批,普通类,437,241940,400,37
齐齐哈尔大学,河南,2020,理科,本科二批,普通类,526,135998,-,-
齐齐哈尔大学,河南,2019,理科,本科二批,普通类,481,136160,385,96
齐齐哈尔大学,河南,2018,理科,本科二批,普通类,477,128060,374,103
齐齐哈尔大学,河南,2017,理科,本科二批,普通类,450,125749,342,108
齐齐哈尔大学,河南,2016,理科,本科二批,普通类,467,137044,447,20
齐齐哈尔大学,河南,2015,理科,本科二批,普通类,485,0,458,27
德州学院,河南,2021,理科,本科二批,普通类,485,165585,400,85
德州学院,河南,2020,理科,本科二批,普通类,510,158828,418,92
德州学院,河南,2019,理科,本科二批,普通类,464,161404,385,79
德州学院,河南,2018,理科,本科二批,普通类,451,162553,374,77
德州学院,河南,2017,理科,本科二批,普通类,426,157415,342,84
德州学院,河南,2016,理科,本科二批,普通类,460,146130,447,13
德州学院,河南,2015,理科,本科二批,普通类,463,0,458,5
北京城市学院,河南,2021,理科,本科二批,普通类,440,237132,400,40
北京城市学院,河南,2020,理科,本科二批,普通类,479,202887,418,61
北京城市学院,河南,2019,理科,本科二批,普通类,447,187430,385,62
北京城市学院,河南,2018,理科,本科二批,普通类,425,198558,374,51
北京城市学院,河南,2017,理科,本科二批,普通类,394,199075,342,52
北京城市学院,河南,2016,理科,本科三批,普通类,438,174543,370,68
北京城市学院,河南,2015,理科,本科三批,普通类,448,0,383,65
北京城市学院,河南,2015,理科,专科批,普通类,217,0,-,-
湖北师范大学,河南,2021,理科,本科二批,普通类,521,112446,400,121
湖北师范大学,河南,2020,理科,本科二批,普通类,549,104116,418,131
湖北师范大学,河南,2019,理科,本科二批,普通类,508,99361,385,123
湖北师范大学,河南,2018,理科,本科二批,普通类,500,99507,374,126
湖北师范大学,河南,2017,理科,本科二批,普通类,477,92959,342,135
湖北师范大学,河南,2016,理科,本科二批,普通类,494,103213,447,47
湖北师范大学,河南,2015,理科,本科二批,普通类,491,0,458,33
湖北师范大学,河南,2015,理科,专科批,普通类,180,0,-,-
西安文理学院,河南,2021,理科,本科二批,普通类,517,118136,400,117
西安文理学院,河南,2020,理科,本科二批,普通类,548,105494,418,130
西安文理学院,河南,2019,理科,本科二批,普通类,501,108397,385,116
西安文理学院,河南,2018,理科,本科二批,普通类,494,106733,374,120
西安文理学院,河南,2017,理科,本科二批,普通类,479,90665,342,137
西安文理学院,河南,2016,理科,本科二批,普通类,509,85827,447,62
西安文理学院,河南,2015,理科,本科二批,普通类,514,76618,458,56
九江学院,河南,2021,理科,本科二批,普通类,500,142881,400,100
九江学院,河南,2020,理科,本科二批,普通类,533,126208,418,115
九江学院,河南,2019,理科,本科二批,普通类,485,130391,385,100
九江学院,河南,2018,理科,本科二批,普通类,487,115409,374,113
九江学院,河南,2018,理科,专科批,普通类,380,258797,200,180
九江学院,河南,2017,理科,本科二批,普通类,467,104754,342,125
九江学院,河南,2017,理科,专科批,普通类,348,254687,180,168
九江学院,河南,2016,理科,本科二批,普通类,495,102018,447,48
九江学院,河南,2016,理科,专科批,普通类,365,259028,180,185
九江学院,河南,2015,理科,本科二批,普通类,498,0,458,40
九江学院,河南,2015,理科,专科批,普通类,180,0,-,-
广西财经学院,河南,2021,理科,本科二批,普通类,509,129750,400,109
广西财经学院,河南,2021,理科,本科二批,高收费专业,423,263892,400,23
广西财经学院,河南,2020,理科,本科二批,普通类,537,120651,418,119
广西财经学院,河南,2019,理科,本科二批,普通类,489,124682,385,104
广西财经学院,河南,2018,理科,本科二批,普通类,460,150408,374,86
广西财经学院,河南,2017,理科,本科二批,普通类,478,91807,342,136
广西财经学院,河南,2016,理科,本科二批,普通类,509,85827,447,62
广西财经学院,河南,2015,理科,本科二批,普通类,510,81363,458,52
川北医学院,河南,2021,理科,本科一批,普通类,567,54949,518,49
川北医学院,河南,2020,理科,本科一批,普通类,591,53210,-,-
川北医学院,河南,2019,理科,本科一批,普通类,540,62311,502,38
川北医学院,河南,2018,理科,本科二批,普通类,491,110417,374,117
川北医学院,河南,2017,理科,本科二批,普通类,501,67539,342,159
川北医学院,河南,2016,理科,本科二批,普通类,524,69854,447,77
川北医学院,河南,2015,理科,本科二批,普通类,524,65220,458,66
遵义医科大学,河南,2021,理科,本科一批,异地校区,596,28854,518,78
遵义医科大学,河南,2021,理科,本科一批,普通类,587,35958,518,69
遵义医科大学,河南,2021,理科,本科二批,普通类,524,108202,400,124
遵义医科大学,河南,2020,理科,本科一批,异地校区,612,33477,544,68
遵义医科大学,河南,2020,理科,本科一批,普通类,606,38611,544,62
遵义医科大学,河南,2020,理科,本科二批,普通类,551,101503,418,133
遵义医科大学,河南,2019,理科,本科一批,普通类,565,38753,502,63
遵义医科大学,河南,2019,理科,本科一批,珠海校区,558,44724,502,56
遵义医科大学,河南,2019,理科,本科二批,普通类,503,105793,385,118
遵义医科大学,河南,2018,理科,本科一批,珠海校区,554,45525,499,55
遵义医科大学,河南,2018,理科,本科一批,普通类,551,48043,499,52
遵义医科大学,河南,2018,理科,本科二批,普通类,477,128060,374,103
遵义医科大学,河南,2017,理科,本科二批,普通类,517,52986,342,175
遵义医科大学,河南,2016,理科,本科二批,普通类,547,48733,447,100
遵义医科大学,河南,2015,理科,本科二批,普通类,533,55771,458,75
四川文理学院,河南,2021,理科,本科二批,普通类,465,197054,400,65
四川文理学院,河南,2020,理科,本科二批,普通类,524,138907,418,106
四川文理学院,河南,2019,理科,本科二批,普通类,480,137646,385,95
四川文理学院,河南,2018,理科,本科二批,普通类,472,134604,374,98
四川文理学院,河南,2017,理科,本科二批,普通类,451,124488,342,109
四川文理学院,河南,2016,理科,本科二批,普通类,473,129271,447,26
四川文理学院,河南,2015,理科,本科二批,普通类,471,0,458,13
北方工业大学,河南,2021,理科,本科一批,普通类,587,35958,518,69
北方工业大学,河南,2021,理科,本科一批,高收费专业,571,50842,518,53
北方工业大学,河南,2020,理科,本科一批,普通类,609,35994,544,65
北方工业大学,河南,2020,理科,本科一批,高收费专业,592,52176,544,48
北方工业大学,河南,2019,理科,本科一批,普通类,576,30538,502,74
北方工业大学,河南,2018,理科,本科一批,普通类,574,30752,499,75
北方工业大学,河南,2017,理科,本科一批,普通类,548,29805,484,64
北方工业大学,河南,2016,理科,本科一批,普通类,574,28432,523,51
北方工业大学,河南,2015,理科,本科一批,普通类,566,28267,529,37
重庆三峡学院,河南,2021,理科,本科二批,普通类,515,121053,400,115
重庆三峡学院,河南,2020,理科,本科二批,普通类,537,120651,418,119
重庆三峡学院,河南,2019,理科,本科二批,普通类,453,178112,385,68
重庆三峡学院,河南,2018,理科,本科二批,普通类,490,111672,374,116
重庆三峡学院,河南,2017,理科,本科二批,普通类,467,104754,342,125
重庆三峡学院,河南,2016,理科,本科二批,普通类,491,106749,447,44
重庆三峡学院,河南,2015,理科,本科二批,普通类,495,0,458,37
山西农业大学,河南,2021,理科,本科二批,普通类,461,203404,400,61
山西农业大学,河南,2020,理科,本科二批,普通类,538,119222,418,120
山西农业大学,河南,2019,理科,本科二批,普通类,491,121907,385,106
山西农业大学,河南,2018,理科,本科二批,普通类,485,117903,374,111
山西农业大学,河南,2017,理科,本科二批,普通类,458,115820,342,116
山西农业大学,河南,2016,理科,本科二批,普通类,479,121631,447,32
山西农业大学,河南,2015,理科,本科二批,普通类,487,0,458,29
中国地质大学（北京）,河南,2021,理科,本科一批,普通类,600,25941,518,82
中国地质大学（北京）,河南,2020,理科,本科一批,普通类,621,26493,544,77
中国地质大学（北京）,河南,2019,理科,本科一批,普通类,595,18563,502,93
中国地质大学（北京）,河南,2018,理科,本科一批,普通类,597,17669,499,98
中国地质大学（北京）,河南,2017,理科,本科一批,普通类,570,17781,484,86
中国地质大学（北京）,河南,2016,理科,本科一批,普通类,597,16037,523,74
中国地质大学（北京）,河南,2015,理科,本科一批,普通类,589,15418,529,60
佳木斯大学,河南,2021,理科,本科二批,普通类,400,297990,400,0
佳木斯大学,河南,2020,理科,本科二批,普通类,517,148936,418,99
佳木斯大学,河南,2019,理科,本科二批,普通类,463,162953,385,78
佳木斯大学,河南,2018,理科,本科二批,普通类,466,142492,374,92
佳木斯大学,河南,2017,理科,本科二批,普通类,438,141401,342,96
佳木斯大学,河南,2016,理科,本科二批,普通类,457,150006,447,10
佳木斯大学,河南,2015,理科,本科二批,普通类,487,0,458,29
安阳师范学院,河南,2021,理科,本科二批,普通类,492,154848,400,92
安阳师范学院,河南,2021,理科,本科二批,软件类,465,197054,400,65
安阳师范学院,河南,2021,理科,本科二批,中外合作办学,463,200256,400,63
安阳师范学院,河南,2020,理科,本科二批,普通类,521,143264,418,103
安阳师范学院,河南,2020,理科,本科二批,软件类专业,484,195845,418,66
安阳师范学院,河南,2020,理科,本科二批,中外合作办学,479,202887,418,61
安阳师范学院,河南,2020,理科,专科批,普通类,404,302145,180,224
安阳师范学院,河南,2020,理科,专科批,中外合作,355,352584,180,175
安阳师范学院,河南,2020,理科,专科批,软件类,182,459924,180,2
安阳师范学院,河南,2019,理科,本科二批,免费师范生,511,95599,385,126
安阳师范学院,河南,2019,理科,本科二批,普通类,471,150749,385,86
安阳师范学院,河南,2019,理科,本科二批,软件类,435,206509,385,50
安阳师范学院,河南,2019,理科,本科二批,中外合作办学,433,209699,385,48
安阳师范学院,河南,2018,理科,本科二批,普通类,462,147736,374,88
安阳师范学院,河南,2018,理科,本科二批,免费师范生,425,198558,374,51
安阳师范学院,河南,2018,理科,本科二批,软件类,418,208167,374,44
安阳师范学院,河南,2018,理科,本科二批,中外合作办学,397,236908,374,23
安阳师范学院,河南,2018,理科,专科批,普通类,312,333531,200,112
安阳师范学院,河南,2018,理科,专科批,中外合作办学,204,393432,200,4
安阳师范学院,河南,2018,理科,专科批,软件类,187,396781,200,-13
安阳师范学院,河南,2017,理科,本科二批,普通类,437,142717,342,95
安阳师范学院,河南,2017,理科,本科二批,免费师范生,390,204233,342,48
安阳师范学院,河南,2017,理科,本科二批,软件类,389,205550,342,47
安阳师范学院,河南,2017,理科,专科批,普通类,219,356233,180,39
安阳师范学院,河南,2017,理科,专科批,中外合作办学,180,367984,180,0
安阳师范学院,河南,2017,理科,专科批,软件类,180,367984,180,0
安阳师范学院,河南,2016,理科,本科二批,普通类,462,143623,447,15
安阳师范学院,河南,2016,理科,本科三批,普通类,400,220945,370,30
安阳师范学院,河南,2016,理科,专科批,中外合作办学,204,365893,180,24
安阳师范学院,河南,2016,理科,专科批,软件类专业,182,371033,180,2
安阳师范学院,河南,2015,理科,本科二批,普通类,468,0,458,10
安阳师范学院,河南,2015,理科,本科三批,普通类,383,0,383,0
安阳师范学院,河南,2015,理科,专科批,中外合作办学,180,0,-,-
安阳师范学院,河南,2015,理科,专科批,软件类专业,180,0,-,-
北京建筑大学,河南,2021,理科,本科一批,普通类,582,40304,518,64
北京建筑大学,河南,2020,理科,本科一批,普通类,603,41377,544,59
北京建筑大学,河南,2019,理科,本科一批,普通类,572,33407,502,70
北京建筑大学,河南,2018,理科,本科一批,普通类,572,32011,499,73
北京建筑大学,河南,2017,理科,本科一批,普通类,548,29805,484,64
北京建筑大学,河南,2016,理科,本科一批,普通类,573,29092,523,50
北京建筑大学,河南,2016,理科,本科一批,高收费专业,526,67869,523,3
北京建筑大学,河南,2015,理科,本科一批,普通类,571,25115,529,42
西安培华学院,河南,2021,理科,本科二批,普通类,452,217907,400,52
西安培华学院,河南,2020,理科,本科二批,普通类,472,212907,418,54
西安培华学院,河南,2020,理科,专科批,普通类,283,408411,180,103
西安培华学院,河南,2019,理科,本科二批,普通类,427,218977,385,42
西安培华学院,河南,2018,理科,本科二批,普通类,407,223403,374,33
西安培华学院,河南,2018,理科,专科批,普通类,260,371489,200,60
西安培华学院,河南,2017,理科,本科二批,普通类,378,219274,342,36
西安培华学院,河南,2017,理科,专科批,普通类,217,357026,180,37
西安培华学院,河南,2016,理科,本科三批,普通类,384,238792,370,14
西安培华学院,河南,2016,理科,专科批,普通类,206,365319,180,26
西安培华学院,河南,2015,理科,本科三批,普通类,393,0,383,10
西安培华学院,河南,2015,理科,专科批,普通类,180,0,-,-
东莞理工学院,河南,2021,理科,本科一批,普通类,569,52925,518,51
东莞理工学院,河南,2020,理科,本科一批,普通类,594,50132,-,-
东莞理工学院,河南,2019,理科,本科一批,普通类,556,46572,502,54
东莞理工学院,河南,2018,理科,本科一批,普通类,546,52387,499,47
东莞理工学院,河南,2017,理科,本科一批,普通类,511,58183,484,27
西南财经大学天府学院,河南,2021,理科,本科二批,普通类,461,203404,400,61
西南财经大学天府学院,河南,2020,理科,本科二批,普通类,482,198608,418,64
西南财经大学天府学院,河南,2020,理科,专科批,普通类,285,407091,180,105
西南财经大学天府学院,河南,2019,理科,本科二批,普通类,447,187430,385,62
西南财经大学天府学院,河南,2018,理科,本科二批,普通类,445,170826,374,71
西南财经大学天府学院,河南,2017,理科,本科二批,普通类,422,162718,342,80
西南财经大学天府学院,河南,2016,理科,本科三批,普通类,441,170753,370,71
西南财经大学天府学院,河南,2015,理科,本科三批,普通类,445,0,383,62
湖南农业大学,河南,2021,理科,本科一批,高收费专业,554,69571,518,36
湖南农业大学,河南,2021,理科,本科一批,普通类,553,70771,518,35
湖南农业大学,河南,2020,理科,本科一批,高收费专业,574,72367,544,30
湖南农业大学,河南,2020,理科,本科一批,普通类,571,75906,544,27
